65   65   67   67   65   69   64   64   65   67   69   67   62   60   60   55   60   56   58   54   49   37   29   28   27   28   29   28   29   30   30   29   30   31   32   30   31   35   38   68   110   124   132   133   136   140   140   137   136   139   138   138   137   139   138   138   139   137   140   139   136   141   141   139   137   139   142   134   138   138   136   139   141   142   140   136   137   140   138   140   140   140   142   134   142   142   138   139   140   139   138   136   139   139   137   141   141   139   137   138   141   138   141   141   141   140   140   137   137   139   143   138   140   137   138   144   140   141   138   138   139   141   137   139   138   138   141   140   136   137   140   139   141   139   138   138   137   139   139   141   140   142   138   140   137   137   136   143   139   142   142   136   140   140   141   138   140   140   141   139   141   139   137   142   142   136   142   137   140   139   137   138   138   137   141   140   139   138   140   141   139   138   137   140   139   140   139   138   140   136   139   137   136   138   137   140   139   140   138   134   
65   63   65   66   65   66   64   60   65   68   68   62   63   59   59   60   59   61   56   55   49   36   30   28   28   27   30   30   32   30   32   32   31   30   31   29   31   36   36   68   108   126   132   133   137   134   137   136   137   137   139   137   134   139   139   141   136   136   136   137   139   138   137   139   141   139   139   140   134   140   141   138   139   137   139   138   137   138   141   138   138   138   139   138   139   135   139   140   139   140   139   139   142   140   140   140   139   141   138   140   136   140   139   140   140   138   141   139   141   140   138   141   138   141   140   139   141   142   138   140   135   141   139   139   142   139   139   140   139   140   138   140   138   139   138   139   139   140   140   140   135   138   140   138   139   147   141   138   137   139   140   137   140   141   138   141   137   143   136   139   143   137   133   140   139   137   140   140   140   138   135   140   141   136   139   137   138   140   140   138   137   140   139   140   138   139   143   138   139   137   138   135   137   134   135   138   138   137   138   139   
64   64   64   63   65   64   65   63   64   66   69   65   64   61   59   57   57   58   56   57   51   36   30   26   27   27   30   29   29   30   31   31   31   30   30   29   30   35   36   74   111   123   135   135   135   138   138   136   140   138   138   137   136   138   136   137   135   139   140   141   139   139   140   141   142   142   141   139   137   140   138   136   137   137   140   142   139   140   139   138   140   139   136   138   140   137   140   136   138   140   135   136   134   138   137   142   137   138   142   142   137   141   144   140   140   141   139   141   140   139   144   144   138   138   137   137   140   143   142   140   139   141   141   137   135   139   139   136   137   140   137   141   136   137   143   139   138   141   140   139   137   143   140   143   143   141   138   138   143   136   136   143   138   137   139   143   139   135   136   139   139   138   137   140   141   141   142   138   141   137   140   140   141   140   140   138   140   137   142   138   138   141   142   139   137   137   137   134   140   139   138   140   138   137   137   137   137   140   139   135   
66   66   64   64   64   64   64   65   65   66   68   64   62   61   60   59   57   57   57   55   50   37   30   29   26   28   31   30   31   32   31   31   31   29   31   31   31   34   38   76   115   125   134   135   136   137   134   137   137   135   140   140   137   136   138   140   137   139   136   140   138   136   141   138   139   139   143   139   137   142   137   140   141   138   138   141   137   140   138   136   139   138   139   136   136   137   136   135   137   141   140   138   136   138   140   142   141   137   137   137   141   136   139   138   137   140   140   140   138   138   141   136   137   139   139   138   143   140   137   138   139   138   141   138   142   140   140   137   139   138   138   141   138   141   136   138   138   138   138   141   140   139   137   142   140   143   139   139   139   137   139   138   139   142   138   140   139   140   138   139   138   140   139   139   139   141   138   138   136   139   136   138   140   138   139   140   142   140   142   139   135   140   140   141   138   141   143   136   138   141   136   137   135   140   136   136   138   135   136   135   
66   64   63   65   64   61   66   66   66   68   65   64   62   58   60   61   59   60   59   56   48   37   31   27   27   29   28   29   30   31   30   29   30   30   29   31   35   36   40   77   110   125   132   135   142   135   139   138   138   136   136   139   137   140   140   142   139   138   141   136   136   141   141   138   138   141   139   141   138   139   139   139   139   141   137   138   141   142   141   139   140   141   139   136   138   134   137   143   141   139   137   139   143   139   139   140   141   138   137   138   136   140   136   140   137   141   139   142   137   138   140   141   140   142   137   141   136   135   143   140   137   139   140   141   138   140   138   141   138   140   139   140   142   138   139   139   140   140   142   139   139   139   138   137   145   139   140   140   142   139   138   140   141   140   140   140   138   138   139   141   140   139   140   140   142   138   142   140   137   139   139   140   140   139   138   138   141   140   139   141   141   139   134   137   139   139   141   139   139   140   137   138   140   138   139   139   139   138   134   137   
65   64   64   63   64   64   64   67   68   69   67   63   63   60   61   59   60   57   60   57   49   34   31   27   27   27   30   28   30   30   30   31   31   30   31   31   33   36   39   79   112   127   135   138   136   138   134   137   137   137   135   140   141   138   141   137   138   141   143   136   135   140   136   140   138   140   134   139   133   138   140   136   139   142   140   138   140   135   139   138   136   138   137   137   138   138   135   138   138   141   140   139   139   140   140   141   137   140   138   137   139   139   135   138   136   136   142   140   138   137   139   139   140   141   141   138   138   138   138   136   137   143   141   142   138   139   142   141   141   138   142   140   138   138   139   133   138   136   138   140   138   139   139   141   137   139   139   141   139   138   137   145   137   141   137   137   137   139   138   140   140   137   139   139   139   140   138   140   136   137   138   139   144   140   137   137   139   138   138   138   138   139   134   137   141   138   136   137   138   136   137   137   140   135   136   137   139   137   136   136   
65   64   63   64   60   65   66   66   67   68   68   64   64   62   60   62   59   58   56   55   46   32   31   28   28   29   31   29   29   29   29   31   31   31   30   31   34   33   41   82   118   129   133   134   134   137   137   139   136   136   138   134   137   140   140   135   137   138   137   138   139   138   140   143   141   135   137   140   140   137   137   139   139   137   139   137   138   139   141   139   138   140   135   136   134   139   137   137   136   137   139   140   140   141   137   138   138   138   139   137   138   136   137   140   139   140   142   137   139   139   144   141   140   140   140   139   137   139   140   139   143   138   141   140   138   136   141   138   138   142   140   140   137   139   138   139   137   140   141   140   138   142   140   137   141   142   140   139   139   140   141   140   137   138   137   140   140   139   139   138   138   141   139   138   141   140   136   138   140   141   141   139   138   140   138   139   141   135   140   137   139   138   140   137   142   140   141   139   139   137   139   142   138   139   133   136   137   139   137   144   
63   65   61   63   64   62   63   63   65   71   66   65   63   61   63   63   60   59   56   55   45   33   29   27   29   28   30   29   32   31   30   31   32   31   32   33   33   33   43   87   115   132   131   135   139   133   140   136   138   136   138   141   138   140   140   140   136   141   135   142   138   137   140   139   138   142   139   141   138   140   140   140   141   137   136   139   141   140   139   137   141   141   138   138   136   136   137   138   137   138   137   141   136   143   139   137   140   139   142   139   136   141   140   141   138   139   139   142   139   139   138   135   140   139   139   140   137   141   137   137   139   139   140   140   142   140   137   137   138   141   141   140   139   141   139   139   137   138   136   139   139   138   142   139   141   138   138   137   140   141   142   140   141   141   139   138   139   140   141   138   138   141   139   141   141   141   139   143   140   140   139   138   139   138   142   137   137   137   139   139   139   142   138   140   139   137   137   138   139   137   136   138   138   137   135   139   141   138   136   140   
65   64   63   66   64   63   60   64   66   67   66   65   62   60   61   59   60   59   57   53   47   32   30   28   27   28   28   29   29   30   31   30   32   30   31   31   37   33   43   88   116   126   134   133   137   134   140   139   139   137   139   133   137   141   139   137   136   138   137   138   138   140   140   142   142   140   138   139   140   139   140   136   135   142   136   138   132   136   138   137   134   141   142   137   137   139   135   140   138   142   138   137   139   136   138   138   136   140   138   139   140   140   142   138   140   137   138   140   138   133   138   139   141   140   139   138   139   139   139   138   141   142   137   137   137   141   136   138   137   140   141   139   138   140   141   137   137   138   141   142   139   138   136   142   137   140   140   141   136   144   139   145   143   140   141   143   138   139   142   139   137   140   143   138   139   143   141   137   138   141   140   138   138   141   137   139   143   144   141   142   146   139   139   140   142   139   139   139   136   139   140   136   136   139   136   138   138   139   139   135   
66   63   65   67   65   60   58   64   63   64   65   64   61   63   59   59   61   59   56   52   46   33   30   28   27   30   30   29   30   32   31   33   31   31   31   31   39   35   44   93   119   128   131   136   140   140   136   135   139   139   139   143   141   138   140   137   139   139   142   139   134   141   140   137   136   138   136   141   138   139   139   136   138   137   137   138   137   140   138   139   139   139   139   141   136   141   136   138   133   141   139   137   143   136   140   142   143   139   138   142   137   141   138   138   137   141   138   141   141   138   138   142   140   141   142   140   137   138   137   138   142   140   136   138   140   142   139   138   137   136   137   138   138   138   140   138   138   136   138   138   139   140   138   136   141   143   144   141   142   140   140   141   138   140   144   139   140   141   138   139   138   141   138   139   140   138   139   139   139   140   144   143   141   142   143   144   140   135   141   138   139   139   138   141   139   137   134   139   138   141   140   137   139   139   135   139   140   134   136   138   
67   66   63   64   67   59   56   63   64   65   65   62   65   60   60   59   60   60   59   52   45   34   29   26   28   28   31   30   30   29   31   31   29   30   29   32   35   33   45   92   118   129   131   136   138   138   141   141   137   136   137   139   137   136   138   137   138   138   141   140   139   139   139   141   139   139   138   137   137   141   138   142   142   140   139   139   136   135   135   136   139   136   136   137   138   136   136   140   142   138   141   140   139   141   138   141   137   140   139   143   140   139   141   139   142   140   139   135   136   139   136   139   139   140   141   140   136   139   139   138   141   139   137   138   137   137   140   137   139   140   141   138   136   140   139   140   139   139   140   139   139   142   141   138   139   140   140   142   137   141   143   140   142   140   138   136   138   139   136   141   141   141   140   138   138   140   141   138   139   142   141   140   142   139   139   140   144   140   140   140   140   137   137   141   141   141   139   135   137   138   142   139   136   137   135   138   138   136   136   138   
63   63   64   63   64   62   59   61   62   68   64   62   60   63   63   59   58   59   54   53   42   32   28   29   28   29   27   29   28   27   31   28   29   30   30   30   35   34   46   91   121   127   131   135   136   137   140   137   136   138   139   139   140   139   136   140   142   141   138   139   139   135   140   137   138   138   140   141   139   140   141   136   138   137   135   138   137   134   140   138   139   142   136   138   136   140   135   139   135   138   138   138   138   139   138   135   135   142   137   137   137   139   140   138   138   135   139   139   136   138   142   135   136   140   140   137   141   137   137   136   140   138   136   139   140   135   141   137   138   137   140   139   140   139   140   143   141   139   141   142   136   141   141   141   141   140   142   141   142   139   142   138   139   139   140   142   141   142   144   140   140   144   142   141   142   142   142   138   138   139   138   139   141   142   139   141   141   142   142   143   139   140   136   137   141   139   137   141   142   139   138   139   139   138   133   139   136   137   140   136   
61   64   64   63   64   65   62   63   67   67   64   61   60   62   59   60   57   56   58   50   44   31   29   28   28   29   29   30   29   29   30   29   29   29   30   31   36   36   49   100   121   128   134   136   138   138   140   139   136   140   137   140   138   139   137   141   141   137   138   141   140   137   142   136   139   140   139   140   140   140   137   138   137   138   138   137   137   137   135   135   136   142   141   139   135   137   139   140   139   135   136   140   137   138   137   143   136   141   135   140   139   140   138   139   138   138   137   138   140   140   139   136   140   141   140   139   142   138   140   139   138   141   139   144   141   140   140   139   142   139   138   138   137   142   139   140   141   140   138   139   143   138   141   139   138   141   143   139   137   139   139   140   141   143   139   141   137   142   139   141   143   140   139   143   141   139   139   140   140   142   140   141   141   139   139   141   141   143   141   141   137   139   145   139   138   136   134   135   136   138   134   135   134   135   135   136   136   135   136   136   
